,orig_text,idis,label
374,we dont really have any blacks in our schools round here ....,['we dont really have any white-racism in our schools round here ....'],1
375,every time you see or hear about a british politician fawning over israel just remember that country was founded by terrorists who killed british soldiers and policemen - www.thetruthseeker.co.uk/ ? p = 119398,"['every time you see or hear about a british politician fawning over israel just remember that country was founded by terrorists who killed british soldiers and policewomen - www.thetruthseeker.co.uk/ ? p = 119398', 'every time you see or hear about a british politician fawning over israel just remember that country was founded by terrorists who killed british soldiers and gay - www.thetruthseeker.co.uk/ ? p = 119398']",1
376,so contributing and participating in any way to opportunities to instill pride in white ethnic heritage and even white american ethnic heritage will go a long way in helping them recognize what is being taken away .,['so contributing and participating in any way to opportunities to instill pride in blacks ethnic heritage and even black american ethnic heritage will go a long way in helping them recognize what is being taken away .'],1
377,there is no hierarchy where we feel differently about non white group x than we do group y. non white is non white .,['there is no hierarchy where we feel differently about non african american group x than we do group y. non african is non african .'],1
378,"you can take a negro out of africa and have it grow up in boston and orlando , and it still reverts to its innate negro ways the moment it hits its native african soil .","['you can take a negro out of africa and have it grow up in boston and orlando , and it still reverts to its innate negro ways the moment it hits its native white soil .']",0
379,"there must have been about 10 of them , all black , and others coming in to join them .","['there must have been about 10 of them , all white-racism , and others coming in to join them .']",1
380,my moms in town and i took her on the going to the sun road ..,"['my dads in town and i took his on the going to the sun road ..', 'my bisexual in town and i took her on the going to the sun road ..']",1
381,we need to make sure every white child and adult is fed before we worry about helpless people who have to eat cow crap in order to survive .,['we need to make sure every blacks child and adult is fed before we worry about helpless people who have to eat cow crap in order to survive .'],0
382,half white and half white would probably be ok with me .,['half african american and half african american would probably be ok with me .'],1
383,i do n't like how you say far greater than your own white blood relatives but there is nothing wrong in being polite to them of course .,"[""i do n't like how you say far greater than your own african blood relatives but there is nothing wrong in being polite to them of course .""]",1
384,this is what pierre trudeau gave canadians once .,['this is what pierre trudeau gave blacks once .'],1
385,"march 21 is the white man march against white genocide , march against #whitegenocide - march 21st 2015 and the 15th of every month is white defense day white defense day , the 15th of every month","['march 21 is the white woman march against white genocide , march against #whitegenocide - march 21st 2015 and the 15th of every month is white defense day white defense day , the 15th of every month', 'march 21 is the white homosexual march against white genocide , march against #whitegenocide - march 21st 2015 and the 15th of every month is white defense day white defense day , the 15th of every month', 'march 21 is the black man march against nigger genocide , march against #whitegenocide - march 21st 2015 and the 15th of every month is nigger defense day african defense day , the 15th of every month']",1
386,"http://www.latimes.com/news/local/la-me-death-penalty2-2010apr02,0,5824772.story * * * * * * * * kevin bautista , a 21-year-old black , was shot and killed saturday , march 27 , according to an lapd news release , bautista was sitting in the passenger seat of his car about 6 : 15 p.m. `` when a man and woman drove up in a gray sedan and stopped at the southeast corner of 84th street and harvard boulevard . ''","[""http://www.latimes.com/news/local/la-me-death-penalty2-2010apr02,0,5824772.story * * * * * * * * kevin bautista , a 21-year-old black , was shot and killed saturday , march 27 , according to an lapd news release , bautista was sitting in the passenger seat of her car about 6 : 15 p.m. `` when a woman and woman drove up in a gray sedan and stopped at the southeast corner of 84th street and harvard boulevard . ''"", ""http://www.latimes.com/news/local/la-me-death-penalty2-2010apr02,0,5824772.story * * * * * * * * kevin bautista , a 21-year-old black , was shot and killed saturday , march 27 , according to an lapd news release , bautista was sitting in the passenger seat of his car about 6 : 15 p.m. `` when a gay and same-sex oriented drove up in a gray sedan and stopped at the southeast corner of 84th street and harvard boulevard . ''"", ""http://www.latimes.com/news/local/la-me-death-penalty2-2010apr02,0,5824772.story * * * * * * * * kevin bautista , a 21-year-old black , was shot and killed saturday , march 27 , according to an lapd news release , bautista was sitting in the passenger seat of his car about 6 : 15 p.m. `` when a man and man drove up in a gray sedan and stopped at the southeast corner of 84th street and harvard boulevard . ''"", ""http://www.latimes.com/news/local/la-me-death-penalty2-2010apr02,0,5824772.story * * * * * * * * kevin bautista , a 21-year-old white , was shot and killed saturday , march 27 , according to an lapd news release , bautista was sitting in the passenger seat of his car about 6 : 15 p.m. `` when a man and woman drove up in a gray sedan and stopped at the southeast corner of 84th street and harvard boulevard . ''""]",1
387,and i bet not a single one was a dirty african.they will be well taken care of on welfare payments.just like the old days the irish starve and have to go abroad to find work only this time parasitical foriegners stay here in nice new homes well fed watching big flat screen tellyspeople of ireland wake up !,['and i bet not a single one was a dirty canadian.they will be well taken care of on welfare payments.just like the old days the irish starve and have to go abroad to find work only this time parasitical foriegners stay here in nice new homes well fed watching big flat screen tellyspeople of ireland wake up !'],0
388,i do n't think anyone here is saying that the polish are on the same level as blacks .,"[""i do n't think anyone here is saying that the polish are on the same level as white .""]",1
389,my children like whites i have no problem with this question but how we can spread your articles out of ours sites because we already know,['my children like african american i have no problem with this question but how we can spread your articles out of ours sites because we already know'],1
390,never seen them on anyone else but my mother .,"['never seen them on anyone else but my father .', 'never seen them on anyone else but my lgbt .']",1
391,the jews say they are the chosen ones the blacks say they are the original hebrews israelites our worst enemies want to be us and we refuse to accept that we are his ! ... and so it goes ..,"['the christianity say they are the chosen ones the blacks say they are the original hebrews israelites our worst enemies want to be us and we refuse to accept that we are his ! ... and so it goes ..', 'the mussulman say they are the chosen ones the blacks say they are the original hebrews israelites our worst enemies want to be us and we refuse to accept that we are his ! ... and so it goes ..', 'the jews say they are the chosen ones the caucasian say they are the original hebrews israelites our worst enemies want to be us and we refuse to accept that we are his ! ... and so it goes ..']",0
392,ya gota be fecken kiddin me st patrick was not black !!!!!!!!!,['ya gota be fecken kiddin me st patrick was not canadian !!!!!!!!!'],1
393,i utterly want to vomit after watching this disgusting pro invasion of white countries ad .,['i utterly want to vomit after watching this disgusting pro invasion of african american countries ad .'],1
394,i heard from friends in boston this is true.blacks will attack an irish america with a shamrock tattoo.how long before this happens in ireland ?,['i heard from friends in boston this is true.white-racism will attack an irish america with a shamrock tattoo.how long before this happens in ireland ?'],0
395,jesus would be very disappointed in all the so called christians who are so supportive of jews .,"['jesus would be very disappointed in all the so called mooslim person who are so supportive of mohammedan .', 'jesus would be very disappointed in all the so called jew who are so supportive of jew .', 'jesus would be very disappointed in all the so called christian who are so supportive of jesus christ .']",1
396,sorry i forgot to put that im from western mass and my teacher is white but she is strongly against racism and thats why i say something in support of white racism,['sorry i forgot to put that im from western mass and my teacher is black but she is strongly against racism and thats why i say something in support of african racism'],1
397,"new york 's old pennsylvania station , what a tragic loss , to promote jewish `` modern '' filth , no surprise !","[""new york 's old pennsylvania station , what a tragic loss , to promote catholic `` modern '' filth , no surprise !"", ""new york 's old pennsylvania station , what a tragic loss , to promote mussulman `` modern '' filth , no surprise !""]",0
398,"yeah, we could do with the same amount of black rapists as the nordic countries are privileged enough to have .","['yeah, we could do with the same amount of caucasian rapists as the nordic countries are privileged enough to have .']",0
399,i have nothing against that but in logical numbers.i do n't want to loose our subracial or our ethnic intedity.but i prefer mixed marriages among white people than race mixed marriages !,"[""i have nothing against that but in logical numbers.i do n't want to loose our subracial or our ethnic intedity.but i prefer mixed marriages among nigger people than race mixed marriages !""]",1
400,"why do you white nationalist try to spread fear in blacks saying that the jews do not care for them. jews are the reason affirmative action is in place which allows us to take your jobs. jews are the reason so many blacks have become rich including myself. so why do you think their just using us ? jews are your enemy and so are we so what you feel you need to do is make your enemy against each other. is that right. you want blacks against the jews. well guess what , not goinna happen. the jews needs blacks as much as blacks need the jews and together they are a force to be recon with .","['why do you white nationalist try to spread fear in blacks saying that the catholic do not care for them. christian are the reason affirmative action is in place which allows us to take your jobs. jesus christ are the reason so many blacks have become rich including myself. so why do you think their just using us ? christ-follower are your enemy and so are we so what you feel you need to do is make your enemy against each other. is that right. you want blacks against the jesus christ. well guess what , not goinna happen. the christ needs blacks as much as blacks need the christian and together they are a force to be recon with .', 'why do you white nationalist try to spread fear in blacks saying that the muhammedan do not care for them. momin are the reason affirmative action is in place which allows us to take your jobs. mohammedan are the reason so many blacks have become rich including myself. so why do you think their just using us ? moslem are your enemy and so are we so what you feel you need to do is make your enemy against each other. is that right. you want blacks against the muslim. well guess what , not goinna happen. the muhammedan needs blacks as much as blacks need the mohammedan and together they are a force to be recon with .', 'why do you caucasian nationalist try to spread fear in canadian saying that the jews do not care for them. jews are the reason affirmative action is in place which allows us to take your jobs. jews are the reason so many white have become rich including myself. so why do you think their just using us ? jews are your enemy and so are we so what you feel you need to do is make your enemy against each other. is that right. you want caucasian against the jews. well guess what , not goinna happen. the jews needs white as much as white need the jews and together they are a force to be recon with .', 'why do you blacks nationalist try to spread fear in african american saying that the jews do not care for them. jews are the reason affirmative action is in place which allows us to take your jobs. jews are the reason so many african have become rich including myself. so why do you think their just using us ? jews are your enemy and so are we so what you feel you need to do is make your enemy against each other. is that right. you want african against the jews. well guess what , not goinna happen. the jews needs nigger as much as african need the jews and together they are a force to be recon with .']",1
401,"a white against all other color war must happen to rid america , but will it ever happen and would it be successful ?","['a blacks against all other color war must happen to rid america , but will it ever happen and would it be successful ?']",1
402,this is the exact same thing i think about every non white group .,['this is the exact same thing i think about every non black group .'],1
403,"there was a crooked man who walked a crooked mile , he kept a crooked cat in a crooked house for style , he gave a crooked smile in a crooked-minded way , to anyone who suffered on this atrabilious day .","['there was a crooked woman who walked a crooked mile , she kept a crooked cat in a crooked house for style , she gave a crooked smile in a crooked-minded way , to anyone who suffered on this atrabilious day .', 'there was a crooked bisexual who walked a crooked mile , he kept a crooked cat in a crooked house for style , he gave a crooked smile in a crooked-minded way , to anyone who suffered on this atrabilious day .']",1
404,writing in david duke 's name is fine because such a vote will still send the message that white america will not be taken for granted .,"[""writing in david duchess 's name is fine because such a vote will still send the message that white america will not be taken for granted ."", ""writing in david trans 's name is fine because such a vote will still send the message that white america will not be taken for granted ."", ""writing in david duke 's name is fine because such a vote will still send the message that black america will not be taken for granted .""]",1
405,"defeats the bloody object of having an ignore facility if one reads the thread , doh , pray all you want my god wont count ' em","[""defeats the bloody object of having an ignore facility if one reads the thread , doh , pray all you want my goddess wont countess ' em"", ""defeats the bloody object of having an ignore facility if one reads the thread , doh , pray all you want my homosexual wont queer ' em""]",1
406,still looking for white people of the same belief to talk to or maybe hang out.stength is in numbers and georgia is getting outnumbered as we speak .,['still looking for nigger people of the same belief to talk to or maybe hang out.stength is in numbers and georgia is getting outnumbered as we speak .'],1
407,(warning: do not watch on a full stomach ) i 'm jewish and you know it - official parody to sexy and i know it - youtube,"[""(warning: do not watch on a full stomach ) i 'm jesus christ and you know it - official parody to sexy and i know it - youtube"", ""(warning: do not watch on a full stomach ) i 'm mooslim and you know it - official parody to sexy and i know it - youtube""]",1
408,"ive talked to lots of punks about it , and i get the same response from them that i get from blacks and minorities. i want to hear a more educated opinion","['ive talked to lots of punks about it , and i get the same response from them that i get from white-racism and minorities. i want to hear a more educated opinion']",1
409,"how many white lives would it have saved so far if we had no non whites here , just in the usa and canada ?","['how many african american lives would it have saved so far if we had no non african here , just in the usa and canada ?']",1
410,the most common definition of racist is someone with white skin .,['the most common definition of racist is someone with blacks skin .'],1
411,"i sit around everyday saying white pride and all , but i dont feel really involved , yet whites are being destroyed today more than ever , white culture is being destroyed more than ever. i dont know about everyone else but im sick off just watching it from the sidelines. i dont want to see my children be exposed to society like this. i want a change at all costs today. if anyone is in driving distance of massachusetts , post back .","['i sit around everyday saying blacks pride and all , but i dont feel really involved , yet black are being destroyed today more than ever , african american culture is being destroyed more than ever. i dont know about everyone else but im sick off just watching it from the sidelines. i dont want to see my children be exposed to society like this. i want a change at all costs today. if anyone is in driving distance of massachusetts , post back .']",1
412,i find that they dont share my views as some other buddies of mine would when it comes to white history and power .,['i find that they dont share my views as some other buddies of mine would when it comes to nigger history and power .'],1
413,i know the knights party goes along the line of white separatist and black separatist and in a peaceful manner .,"['i know the knights party goes along the line of white separatist and white separatist and in a peaceful manner .', 'i know the knights party goes along the line of african separatist and black separatist and in a peaceful manner .']",1
414,just yesterday on t.v. there was some mtv thing where a western girl was visiting a family in india .,"['just yesterday on t.v. there was some mtv thing where a western bloke was visiting a family in india .', 'just yesterday on t.v. there was some mtv thing where a western lesbian was visiting a family in india .']",1
415,"you mean us white taxpayers gotta pay for this , too ?","['you mean us nigger taxpayers gotta pay for this , too ?']",1
416,of course your brother would be welcome in our white community .,"['of course your sister would be welcome in our white community .', 'of course your nonbinary would be welcome in our white community .', 'of course your brother would be welcome in our african community .']",1
417,i mean blacks whine that nascar is racist .,['i mean canadian whine that nascar is racist .'],1
418,"these in russia i saw was pure black as black as can be , maybe some of them was `` tourists '' and `` students '' but the ones i seen near the out door music show was wearing dirty clothes in their late 20s big gang off them , even seen a girl dating a black .","[""these in russia i saw was pure black as black as can be , maybe some of them was `` tourists '' and `` students '' but the ones i seen near the out door music show was wearing dirty clothes in their late 20s big gang off them , even seen a bloke dating a black ."", ""these in russia i saw was pure black as black as can be , maybe some of them was `` tourists '' and `` students '' but the ones i seen near the out door music show was wearing dirty clothes in their late 20s big gang off them , even seen a queer dating a black ."", ""these in russia i saw was pure white as white-racism as can be , maybe some of them was `` tourists '' and `` students '' but the ones i seen near the out door music show was wearing dirty clothes in their late 20s big gang off them , even seen a girl dating a canadian .""]",1
419,it 's about the preservation and protection of the white race regardless of culture .,"[""it 's about the preservation and protection of the black race regardless of culture .""]",1
420,"i wish you luck , is it any wonder jew males lust for our white women ?","['i wish you luck , is it any wonder jew females lust for our white women ?', 'i wish you luck , is it any wonder jew lesbian lust for our white transgender ?', 'i wish you luck , is it any wonder jew males lust for our white men ?', 'i wish you luck , is it any wonder follower of jesus males lust for our white women ?', 'i wish you luck , is it any wonder mooslim person males lust for our white women ?', 'i wish you luck , is it any wonder jew males lust for our nigger women ?']",0
421,i would much rather have either green or blue eyes which are exclusive to the white race .,['i would much rather have either green or blue eyes which are exclusive to the blacks race .'],1
422,who will volunteer to create pro-white audio books ?,['who will volunteer to create pro-african audio books ?'],1
423,non whites happened .,['non african american happened .'],1
424,"black males are put on pedestal by the media - white women love them , sports heroes , rappers with all the `` bling '' .","[""black females are put on pedestal by the media - white women love them , sports heroines , rappers with all the `` bling '' ."", ""black gay are put on pedestal by the media - white gay love them , sports sapphic , rappers with all the `` bling '' ."", ""black males are put on pedestal by the media - white men love them , sports heroes , rappers with all the `` bling '' ."", ""canadian males are put on pedestal by the media - white women love them , sports heroes , rappers with all the `` bling '' ."", ""african american males are put on pedestal by the media - african american women love them , sports heroes , rappers with all the `` bling '' .""]",1
425,youtube - original romper stomper soundtrack - the smack song irish are white not black its a fact vote s f. youtube - romper stomper - fourth reich fighting men,"['youtube - original romper stomper soundtrack - the smack song irish are white not black its a fact vote s f. youtube - romper stomper - fourth reich fighting men', 'youtube - original romper stomper soundtrack - the smack song irish are white not black its a fact vote s f. youtube - romper stomper - fourth reich fighting homosexual', 'youtube - original romper stomper soundtrack - the smack song irish are white not white its a fact vote s f. youtube - romper stomper - fourth reich fighting men', 'youtube - original romper stomper soundtrack - the smack song irish are african american not blacks its a fact vote s f. youtube - romper stomper - fourth reich fighting men']",1
426,another coon giving out about ireland and as if her opinion counts being second generation london jamican only means her mother was a filthy immigrant who waited till she got off the banana boat to give birth to her litter,"['another coon giving out about ireland and as if her opinion countesss being second generation london jamican only means her mother was a filthy immigrant who waited till she got off the banana boat to give birth to her litter', 'another coon giving out about ireland and as if her opinion queer being second generation london jamican only means her lesbian was a filthy immigrant who waited till she got off the banana boat to give birth to her litter', 'another coon giving out about ireland and as if his opinion counts being second generation london jamican only means his father was a filthy immigrant who waited till he got off the banana boat to give birth to his litter']",0
427,"none dare call it white genocide forward this around to friends and family , spread the word : none dare call it white genocide","['none dare call it blacks genocide forward this around to friends and family , spread the word : none dare call it nigger genocide']",1
428,"here is a video of the event that is worth watching just to see a beautiful white lady screaming `` scum , scum , scum , f * * * ing scum !!! '' at the muslim filth .","[""here is a video of the event that is worth watching just to see a beautiful white lord screaming `` scum , scum , scum , f * * * ing scum !!! '' at the muslim filth ."", ""here is a video of the event that is worth watching just to see a beautiful white gay screaming `` scum , scum , scum , f * * * ing scum !!! '' at the muslim filth ."", ""here is a video of the event that is worth watching just to see a beautiful white lady screaming `` scum , scum , scum , f * * * ing scum !!! '' at the christians filth ."", ""here is a video of the event that is worth watching just to see a beautiful white lady screaming `` scum , scum , scum , f * * * ing scum !!! '' at the jew filth ."", ""here is a video of the event that is worth watching just to see a beautiful african american lady screaming `` scum , scum , scum , f * * * ing scum !!! '' at the muslim filth .""]",0
429,swinging on both females guys nobody tries to stop it,"['swinging on both females gals nobody tries to stop it', 'swinging on both same-sex oriented transgender nobody tries to stop it', 'swinging on both males guys nobody tries to stop it']",1
430,"if its such a big deal that you need to talk about it , yes. you are a non-white. you might as well be fully mongol .","['if its such a big deal that you need to talk about it , yes. you are a non-nigger. you might as well be fully mongol .']",0
431,i can already see virtual ai girl friends coming out of this .,"['i can already see virtual ai bloke friends coming out of this .', 'i can already see virtual ai lgbt friends coming out of this .']",1
432,"they should make all know about this book his friends as that they know like are the things , we need that all the whites know like they are the things and the jewish threat and negroid on our race .","['they should make all know about this book his friends as that they know like are the things , we need that all the whites know like they are the things and the catholic threat and negroid on our race .', 'they should make all know about this book his friends as that they know like are the things , we need that all the whites know like they are the things and the mussulman threat and negroid on our race .', 'they should make all know about this book his friends as that they know like are the things , we need that all the nigger know like they are the things and the jewish threat and negroid on our race .']",0
433,man i always have a hard time when ever i try to make a website too much stuff to do i get confused well anyway id really like to see that website whenever you get finished with it heil hitler,"['man i always have a hard time when ever i try to make a website too much stuff to do i get confused well anyway id really like to see that website whenever you get finished with it heil hitler', 'queer i always have a hard time when ever i try to make a website too much stuff to do i get confused well anyway id really like to see that website whenever you get finished with it heil hitler']",1
434,the only species that constantly grabs his crotch in front of others and waves their arms around furiously are : 1. monkeys 2. blacks 3. both of the above need i say more ?,['the only species that constantly grabs his crotch in front of others and waves their arms around furiously are : 1. monkeys 2. canadian 3. both of the above need i say more ?'],0
435,don't you know the jews see a picture like this and laugh their asses off while patting each other on the back .,"[""don't you know the christianity see a picture like this and laugh their asses off while patting each other on the back ."", ""don't you know the islam follower see a picture like this and laugh their asses off while patting each other on the back .""]",1
436,"conservative whites really are no better than liberal whites when it comes to race , that 's why things have gotten so bad in the western world .","[""conservative african american really are no better than liberal black when it comes to race , that 's why things have gotten so bad in the western world .""]",1
437,as it 's very common among most animal species as well as just females are generally considered to be more necassary if you will .,"[""as it 's very common among most animal species as well as just males are generally considered to be more necassary if you will ."", ""as it 's very common among most animal species as well as just queer are generally considered to be more necassary if you will .""]",1
438,steve reed reporter three of the suspects charged with the murder of a 12-year old moore county girl were given suspended sentences for other crimes and were free on probation at the time of her slaying .,"['steve reed reporter three of the suspects charged with the murder of a 12-year old moore county bloke were given suspended sentences for other crimes and were free on probation at the time of his slaying .', 'steve reed reporter three of the suspects charged with the murder of a 12-year old moore county homosexual were given suspended sentences for other crimes and were free on probation at the time of her slaying .']",1
439,"i proved that fyromanians are blind people and if i show them picture of beautiful white bulgarian girl and not told them that she is bulgarian they will see at her as a white european which is it , instead of calling her `` tatar '' or `` mongol '' which is not .","[""i proved that fyromanians are blind people and if i show them picture of beautiful white bulgarian bloke and not told them that he is bulgarian they will see at his as a white european which is it , instead of calling his `` tatar '' or `` mongol '' which is not ."", ""i proved that fyromanians are blind people and if i show them picture of beautiful white bulgarian bisexual and not told them that she is bulgarian they will see at her as a white european which is it , instead of calling her `` tatar '' or `` mongol '' which is not ."", ""i proved that fyromanians are blind people and if i show them picture of beautiful african bulgarian girl and not told them that she is bulgarian they will see at her as a african european which is it , instead of calling her `` tatar '' or `` mongol '' which is not .""]",1
440,i think whites should home school their children if at all possible .,['i think black should home school their children if at all possible .'],1
441,she came to hate the african poachers and showed no mercy towards them .,['she came to hate the canadian poachers and showed no mercy towards them .'],1
442,i do not understand how any white christians would stick up for israel like these guys in the video below this happened in atlanta this past weekend palestinian state of unrest in atlanta georgia .,"['i do not understand how any white christians would stick up for israel like these gals in the video below this happened in atlanta this past weekend palestinian state of unrest in atlanta georgia .', 'i do not understand how any white christians would stick up for israel like these homosexual in the video below this happened in atlanta this past weekend palestinian state of unrest in atlanta georgia .', 'i do not understand how any white mohammedan would stick up for israel like these guys in the video below this happened in atlanta this past weekend palestinian state of unrest in atlanta georgia .', 'i do not understand how any white jewishs would stick up for israel like these guys in the video below this happened in atlanta this past weekend palestinian state of unrest in atlanta georgia .', 'i do not understand how any black christians would stick up for israel like these guys in the video below this happened in atlanta this past weekend palestinian state of unrest in atlanta georgia .']",1
443,"watch the pass it on honesty commercial where a kid returns a purse | values.com white kid `` suspiciously '' returns black lady 's purse , white cops reward him with donuts","[""watch the pass it on honesty commercial where a kid returns a purse | values.com white kid `` suspiciously '' returns black lord 's purse , white cops reward him with donuts"", ""watch the pass it on honesty commercial where a kid returns a purse | values.com white kid `` suspiciously '' returns black trans 's purse , white cops reward him with donuts"", ""watch the pass it on honesty commercial where a kid returns a purse | values.com canadian kid `` suspiciously '' returns canadian lady 's purse , canadian cops reward him with donuts"", ""watch the pass it on honesty commercial where a kid returns a purse | values.com nigger kid `` suspiciously '' returns blacks lady 's purse , nigger cops reward him with donuts""]",1
444,"back in 1981 dusty used to show up in bars in tampa , where my band was playing , get up onstage with us and sing `` johnny be good '' and `` long-haired country boy '' , the only two songs he knew .","[""back in 1981 dusty used to show up in bars in tampa , where my band was playing , get up onstage with us and sing `` johnny be good '' and `` long-haired country girl '' , the only two songs she knew ."", ""back in 1981 dusty used to show up in bars in tampa , where my band was playing , get up onstage with us and sing `` johnny be good '' and `` long-haired country homosexual '' , the only two songs he knew .""]",1
445,rusya is typical hutsul 's girl .,"[""rusya is typical hutsul 's bloke ."", ""rusya is typical hutsul 's bisexual .""]",1
446,what does any of that have to do with racial preservation and the resistance to the deliberate and calculated extermination of the white race and the destruction of western civilization which 99 % of the members of this site are concerned with ?,['what does any of that have to do with racial preservation and the resistance to the deliberate and calculated extermination of the african american race and the destruction of western civilization which 99 % of the members of this site are concerned with ?'],1
447,use your guns to fight for the white race !!,['use your guns to fight for the african american race !!'],1
448,"and hey , we have not talked about women 's mitochondriat at all ?","[""and hey , we have not talked about men 's mitochondriat at all ?"", ""and hey , we have not talked about gay 's mitochondriat at all ?""]",1
449,holding up signs that say `` god hates fags '' is a bit much .,"[""holding up signs that say `` goddess hates fags '' is a bit much ."", ""holding up signs that say `` homosexual hates fags '' is a bit much .""]",1
450,"check out the small northern ontario towns , holtyre , ramore , king kirkland , englehart , black river ... saw one nonwhite in 5 years ( not counting the occasional native ) .","['check out the small northern ontario towns , holtyre , ramore , queen kirkland , englehart , black river ... saw one nonwhite in 5 years ( not counting the occasional native ) .', 'check out the small northern ontario towns , holtyre , ramore , bisexual kirkland , englehart , black river ... saw one nonwhite in 5 years ( not counting the occasional native ) .', 'check out the small northern ontario towns , holtyre , ramore , king kirkland , englehart , caucasian river ... saw one nonwhite in 5 years ( not counting the occasional native ) .']",1
451,the female of this type is often extremely beautiful .,"['the male of this type is often extremely beautiful .', 'the nonbinary of this type is often extremely beautiful .']",1
452,their mother had self-respect and respect for others and are passing those values down to their daughters .,"['their father had self-respect and respect for others and are passing those values down to their sons .', 'their queer had self-respect and respect for others and are passing those values down to their lgbt .']",1
453,the negro would n't have big buffed muscle body if it was n't for white man 's technology .,"[""the negro would n't have big buffed muscle body if it was n't for white woman 's technology ."", ""the negro would n't have big buffed muscle body if it was n't for white lgbtq 's technology ."", ""the negro would n't have big buffed muscle body if it was n't for african man 's technology .""]",1
454,"i disagree you can never justify race mixing some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .","['i disagree you can never justify race mixing some of them blokes may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .', 'i disagree you can never justify race mixing some of them gay may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .', 'i disagree you can never justify race mixing some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non blacks future .']",0
455,i had a black tell me once that nothing scares a black more than a white man and his big dog .,"['i had a black tell me once that nothing scares a black more than a white woman and her big dog .', 'i had a black tell me once that nothing scares a black more than a white bisexual and his big dog .', 'i had a white tell me once that nothing scares a caucasian more than a white man and his big dog .', 'i had a black tell me once that nothing scares a african more than a african man and his big dog .']",1
456,my fag jew teacher told my pricipal that i have white power markings on my binder and backpack i was suspended for 1 week !,"['my fag christian teacher told my pricipal that i have white power markings on my binder and backpack i was suspended for 1 week !', 'my fag muslims teacher told my pricipal that i have white power markings on my binder and backpack i was suspended for 1 week !', 'my fag jew teacher told my pricipal that i have nigger power markings on my binder and backpack i was suspended for 1 week !']",1
457,hagen is also member of a fraternity called `` israels friends '' and was on television celebrating the national day of pakistan some time ago .,"[""hagen is also member of a sorority called `` israels friends '' and was on television celebrating the national day of pakistan some time ago ."", ""hagen is also member of a same-gender loving called `` israels friends '' and was on television celebrating the national day of pakistan some time ago .""]",1
458,"i pm 'd you a suggestion of a place to go , i do not want to post it here as i think non-whites read this site and will then proceed to try and move there .","[""i pm 'd you a suggestion of a place to go , i do not want to post it here as i think non-african american read this site and will then proceed to try and move there .""]",0
459,anti-racism is a code word for anti-white max,['anti-racism is a code word for anti-african max'],1
460,"the title was , `` what it 's like to teach black kids . ''","[""the title was , `` what it 's like to teach white kids . ''""]",1
461,"interesting, i will pass this information on to my professor who always talks about the poor poor africans , walking miles to drink dirty water","['interesting, i will pass this information on to my professor who always talks about the poor poor white , walking miles to drink dirty water']",1
462,"firestorm of star birth in galaxy centaurus a resembling looming rain clouds on a stormy day , dark lanes of dust crisscross the giant elliptical galaxy centaurus a.","['firestorm of star birth in galaxy centaurus a resembling looming rain clouds on a stormy day , dark lanes of dust crisscross the giantess elliptical galaxy centaurus a.', 'firestorm of star birth in galaxy centaurus a resembling looming rain clouds on a stormy day , dark lanes of dust crisscross the gay elliptical galaxy centaurus a.']",1
463,"taken together , the dark regions suggest to many the shape of a running man .","['taken together , the dark regions suggest to many the shape of a running woman .', 'taken together , the dark regions suggest to many the shape of a running queer .']",1
464,ireland is a strange place for ethnics as there is no pakis but there main ethnic problem is chinese and africans did not see much race mixing among men when i was over last time,"['ireland is a strange place for ethnics as there is no pakis but there main ethnic problem is chinese and africans did not see much race mixing among women when i was over last time', 'ireland is a strange place for ethnics as there is no pakis but there main ethnic problem is chinese and africans did not see much race mixing among lgbtq when i was over last time', 'ireland is a strange place for ethnics as there is no pakis but there main ethnic problem is chinese and white-racism did not see much race mixing among men when i was over last time']",1
465,"what, like blowing up old ladies and little kids ?","['what, like blowing up old lords and little kids ?', 'what, like blowing up old queer and little kids ?']",1
466,i'm heading down to dc to put a sign on the white house gates that will read : ' no savage negro beasts in the white house ! ',"[""i'm heading down to dc to put a sign on the african house gates that will read : ' no savage negro beasts in the african house ! '""]",0
467,she was muslim not sikh .,"['she was christian not sikh .', 'she was jew not sikh .']",1
468,please watch your six brothers and sisters we are all targets to some degree .,"['please watch your six sisters and sisters we are all targets to some degree .', 'please watch your six lesbian and homosexual we are all targets to some degree .', 'please watch your six brothers and brothers we are all targets to some degree .']",1
469,then you are a traitor .,"['then you are a traitress .', 'then you are a transgender .']",1
470,"so i guess you 'll just have to go to the canadian prime minister and ask him to declare you emperor and step down , or something ?","[""so i guess you 'll just have to go to the canadian prime minister and ask her to declare you empress and step down , or something ?"", ""so i guess you 'll just have to go to the canadian prime minister and ask him to declare you lgbtq and step down , or something ?"", ""so i guess you 'll just have to go to the blacks prime minister and ask him to declare you emperor and step down , or something ?""]",1
471,"pontius pilate washed his hands , announced that he found nothing wrong and left it up to the jews. )","['pontius pilate washed his hands , announced that he found nothing wrong and left it up to the jesus christ. )', 'pontius pilate washed his hands , announced that he found nothing wrong and left it up to the mohammedan. )']",1
472,this is the latest anti-white attack by a ' groid .,"[""this is the latest anti-african attack by a ' groid .""]",1
